"","Estado","Municipio","Grupo","Estimador","Poblacion"
"01_poblacion_dgo.xls.32","10 Durango","San Pedro del Gallo *","Total","Valor","1478"
"01_poblacion_dgo.xls.33","10 Durango","Santa Clara","Total","Valor","7089"
"01_poblacion_dgo.xls.34","10 Durango","Santiago Papasquiaro","Total","Valor","48482"
"01_poblacion_dgo.xls.35","10 Durango","Suchil","Total","Valor","6343"
"01_poblacion_dgo.xls.36","10 Durango","Tamazula","Total","Valor","26709"
"01_poblacion_dgo.xls.37","10 Durango","Tepehuanes","Total","Valor","11060"
"01_poblacion_dgo.xls.38","10 Durango","Tlahualilo","Total","Valor","22895"
"01_poblacion_dgo.xls.39","10 Durango","Topia","Total","Valor","9351"
"01_poblacion_dgo.xls.40","10 Durango","Vicente Guerrero","Total","Valor","21861"
"01_poblacion_gro.xls.1","12 Guerrero","Total","Total","Valor","3533251"
"01_poblacion_gro.xls.2","12 Guerrero","Acapulco de Juarez","Total","Valor","810669"
"01_poblacion_gro.xls.3","12 Guerrero","Acatepec *","Total","Valor","36449"
"01_poblacion_gro.xls.4","12 Guerrero","Ahuacuotzingo","Total","Valor","26858"
"01_poblacion_gro.xls.5","12 Guerrero","Ajuchitlan del Progreso","Total","Valor","38134"
"01_poblacion_gro.xls.6","12 Guerrero","Alcozauca de Guerrero *","Total","Valor","19368"
"01_poblacion_gro.xls.7","12 Guerrero","Alpoyeca","Total","Valor","6657"
"01_poblacion_gro.xls.8","12 Guerrero","Apaxtla","Total","Valor","11159"
"01_poblacion_gro.xls.9","12 Guerrero","Arcelia","Total","Valor","31406"
"01_poblacion_gro.xls.10","12 Guerrero","Atenango del Rio","Total","Valor","8731"
"01_poblacion_gro.xls.11","12 Guerrero","Atlamajalcingo del Monte *","Total","Valor","5476"
"01_poblacion_gro.xls.12","12 Guerrero","Atlixtac *","Total","Valor","27212"
"01_poblacion_gro.xls.13","12 Guerrero","Atoyac de Alvarez","Total","Valor","60382"
"01_poblacion_gro.xls.14","12 Guerrero","Ayutla de los Libres","Total","Valor","69716"
"01_poblacion_gro.xls.15","12 Guerrero","Azoyu *","Total","Valor","14865"
"01_poblacion_gro.xls.16","12 Guerrero","Benito Juarez","Total","Valor","15318"
"01_poblacion_gro.xls.17","12 Guerrero","Buenavista de Cuellar","Total","Valor","13286"
"01_poblacion_gro.xls.18","12 Guerrero","Chilapa de Alvarez","Total","Valor","129867"
"01_poblacion_gro.xls.19","12 Guerrero","Chilpancingo de los Bravo","Total","Valor","273106"
"01_poblacion_gro.xls.20","12 Guerrero","Coahuayutla de Jose Maria Izazaga *","Total","Valor","12725"
"01_poblacion_gro.xls.21","12 Guerrero","Cochoapa el Grande *","Total","Valor","18458"
"01_poblacion_gro.xls.22","12 Guerrero","Cocula","Total","Valor","13457"
"01_poblacion_gro.xls.23","12 Guerrero","Copala *","Total","Valor","14304"
"01_poblacion_gro.xls.24","12 Guerrero","Copalillo *","Total","Valor","14866"
"01_poblacion_gro.xls.25","12 Guerrero","Copanatoyac *","Total","Valor","20192"
"01_poblacion_gro.xls.26","12 Guerrero","Coyuca de Benitez","Total","Valor","76306"
"01_poblacion_gro.xls.27","12 Guerrero","Coyuca de Catalan","Total","Valor","39002"
"01_poblacion_gro.xls.28","12 Guerrero","Cuajinicuilapa *","Total","Valor","27266"
"01_poblacion_gro.xls.29","12 Guerrero","Cualac","Total","Valor","7649"
"01_poblacion_gro.xls.30","12 Guerrero","Cuautepec *","Total","Valor","16415"
"01_poblacion_gro.xls.31","12 Guerrero","Cuetzala del Progreso","Total","Valor","8559"
"01_poblacion_gro.xls.32","12 Guerrero","Cutzamala de Pinzon","Total","Valor","19746"
"01_poblacion_gro.xls.33","12 Guerrero","Eduardo Neri","Total","Valor","51316"
"01_poblacion_gro.xls.34","12 Guerrero","Florencio Villarreal *","Total","Valor","20855"
"01_poblacion_gro.xls.35","12 Guerrero","General Canuto A. Neri","Total","Valor","5780"
"01_poblacion_gro.xls.36","12 Guerrero","General Heliodoro Castillo","Total","Valor","37340"
"01_poblacion_gro.xls.37","12 Guerrero","Huamuxtitlan","Total","Valor","15287"
"01_poblacion_gro.xls.38","12 Guerrero","Huitzuco de los Figueroa","Total","Valor","37094"
"01_poblacion_gro.xls.39","12 Guerrero","Iguala de la Independencia","Total","Valor","151660"
"01_poblacion_gro.xls.40","12 Guerrero","Igualapa *","Total","Valor","11383"
"01_poblacion_gro.xls.41","12 Guerrero","Iliatenco","Total","Valor","11114"
"01_poblacion_gro.xls.42","12 Guerrero","Ixcateopan de Cuauhtemoc","Total","Valor","6179"
"01_poblacion_gro.xls.43","12 Guerrero","Jose Joaquin de Herrera *","Total","Valor","17661"
"01_poblacion_gro.xls.44","12 Guerrero","Juan R. Escudero","Total","Valor","24890"
"01_poblacion_gro.xls.45","12 Guerrero","Juchitan *","Total","Valor","7576"
"01_poblacion_gro.xls.46","12 Guerrero","La Union de Isidoro Montes de Oca","Total","Valor","26432"
"01_poblacion_gro.xls.47","12 Guerrero","Leonardo Bravo","Total","Valor","26342"
"01_poblacion_gro.xls.48","12 Guerrero","Malinaltepec *","Total","Valor","25584"
"01_poblacion_gro.xls.49","12 Guerrero","Marquelia *","Total","Valor","13730"
"01_poblacion_gro.xls.50","12 Guerrero","Martir de Cuilapan","Total","Valor","18526"
"01_poblacion_gro.xls.51","12 Guerrero","Metlatonoc *","Total","Valor","19456"
"01_poblacion_gro.xls.52","12 Guerrero","Mochitlan","Total","Valor","12752"
"01_poblacion_gro.xls.53","12 Guerrero","Olinala","Total","Valor","25483"
"01_poblacion_gro.xls.54","12 Guerrero","Ometepec","Total","Valor","67641"
"01_poblacion_gro.xls.55","12 Guerrero","Pedro Ascencio Alquisiras *","Total","Valor","6883"
"01_poblacion_gro.xls.56","12 Guerrero","Petatlan","Total","Valor","44263"
"01_poblacion_gro.xls.57","12 Guerrero","Pilcaya","Total","Valor","12900"
"01_poblacion_gro.xls.58","12 Guerrero","Pungarabato","Total","Valor","37494"
"01_poblacion_gro.xls.59","12 Guerrero","Quechultenango","Total","Valor","35926"
"01_poblacion_gro.xls.60","12 Guerrero","San Luis Acatlan","Total","Valor","43671"
"01_poblacion_gro.xls.61","12 Guerrero","San Marcos","Total","Valor","49449"
"01_poblacion_gro.xls.62","12 Guerrero","San Miguel Totolapan *","Total","Valor","27853"
"01_poblacion_gro.xls.63","12 Guerrero","Taxco de Alarcon","Total","Valor","108416"
"01_poblacion_gro.xls.64","12 Guerrero","Tecoanapa","Total","Valor","46812"
"01_poblacion_gro.xls.65","12 Guerrero","Tecpan de Galeana","Total","Valor","64577"
"01_poblacion_gro.xls.66","12 Guerrero","Teloloapan","Total","Valor","57377"
"01_poblacion_gro.xls.67","12 Guerrero","Tepecoacuilco de Trujano","Total","Valor","31599"
"01_poblacion_gro.xls.68","12 Guerrero","Tetipac","Total","Valor","14658"
"01_poblacion_gro.xls.69","12 Guerrero","Tixtla de Guerrero","Total","Valor","42653"
"01_poblacion_gro.xls.70","12 Guerrero","Tlacoachistlahuaca *","Total","Valor","22771"
"01_poblacion_gro.xls.71","12 Guerrero","Tlacoapa *","Total","Valor","9753"
"01_poblacion_gro.xls.72","12 Guerrero","Tlalchapa","Total","Valor","12404"
"01_poblacion_gro.xls.73","12 Guerrero","Tlalixtaquilla de Maldonado","Total","Valor","7407"
"01_poblacion_gro.xls.74","12 Guerrero","Tlapa de Comonfort","Total","Valor","87967"
"01_poblacion_gro.xls.75","12 Guerrero","Tlapehuala","Total","Valor","21995"
"01_poblacion_gro.xls.76","12 Guerrero","Xalpatlahuac *","Total","Valor","11726"
"01_poblacion_gro.xls.77","12 Guerrero","Xochihuehuetlan","Total","Valor","7201"
"01_poblacion_gro.xls.78","12 Guerrero","Xochistlahuaca *","Total","Valor","28839"
"01_poblacion_gro.xls.79","12 Guerrero","Zapotitlan Tablas *","Total","Valor","11221"
"01_poblacion_gro.xls.80","12 Guerrero","Zihuatanejo de Azueta","Total","Valor","124824"
"01_poblacion_gro.xls.81","12 Guerrero","Zirandaro","Total","Valor","18206"
"01_poblacion_gro.xls.82","12 Guerrero","Zitlala","Total","Valor","22721"
"01_poblacion_gto.xls.1","11 Guanajuato","Total","Total","Valor","5853677"
"01_poblacion_gto.xls.2","11 Guanajuato","Abasolo","Total","Valor","90990"
"01_poblacion_gto.xls.3","11 Guanajuato","Acambaro","Total","Valor","112125"
"01_poblacion_gto.xls.4","11 Guanajuato","Apaseo el Alto","Total","Valor","68455"
"01_poblacion_gto.xls.5","11 Guanajuato","Apaseo el Grande","Total","Valor","92605"
"01_poblacion_gto.xls.6","11 Guanajuato","Atarjea","Total","Valor","5128"
"01_poblacion_gto.xls.7","11 Guanajuato","Celaya","Total","Valor","494304"
"01_poblacion_gto.xls.8","11 Guanajuato","Comonfort","Total","Valor","82572"
"01_poblacion_gto.xls.9","11 Guanajuato","Coroneo","Total","Valor","12068"
"01_poblacion_gto.xls.10","11 Guanajuato","Cortazar","Total","Valor","95961"
"01_poblacion_gto.xls.11","11 Guanajuato","Cueramaro","Total","Valor","28320"
"01_poblacion_gto.xls.12","11 Guanajuato","Doctor Mora","Total","Valor","24219"
"01_poblacion_gto.xls.13","11 Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional","Total","Valor","152113"
"01_poblacion_gto.xls.14","11 Guanajuato","Guanajuato","Total","Valor","184239"
"01_poblacion_gto.xls.15","11 Guanajuato","Huanimaro","Total","Valor","21638"
"01_poblacion_gto.xls.16","11 Guanajuato","Irapuato","Total","Valor","574344"
"01_poblacion_gto.xls.17","11 Guanajuato","Jaral del Progreso","Total","Valor","38412"
"01_poblacion_gto.xls.18","11 Guanajuato","Jerecuaro","Total","Valor","49053"
"01_poblacion_gto.xls.19","11 Guanajuato","Leon","Total","Valor","1578626"
"01_poblacion_gto.xls.20","11 Guanajuato","Manuel Doblado","Total","Valor","38832"
"01_poblacion_gto.xls.21","11 Guanajuato","Moroleon","Total","Valor","50377"
"01_poblacion_gto.xls.22","11 Guanajuato","Ocampo","Total","Valor","23528"
"01_poblacion_gto.xls.23","11 Guanajuato","Penjamo","Total","Valor","150570"
"01_poblacion_gto.xls.24","11 Guanajuato","Pueblo Nuevo","Total","Valor","11872"
"01_poblacion_gto.xls.25","11 Guanajuato","Purisima del Rincon","Total","Valor","79798"
"01_poblacion_gto.xls.26","11 Guanajuato","Romita","Total","Valor","59879"
"01_poblacion_gto.xls.27","11 Guanajuato","Salamanca","Total","Valor","273271"
"01_poblacion_gto.xls.28","11 Guanajuato","Salvatierra","Total","Valor","100391"
"01_poblacion_gto.xls.29","11 Guanajuato","San Diego de la Union","Total","Valor","39668"
"01_poblacion_gto.xls.30","11 Guanajuato","San Felipe","Total","Valor","113109"
"01_poblacion_gto.xls.31","11 Guanajuato","San Francisco del Rincon","Total","Valor","119510"
"01_poblacion_gto.xls.32","11 Guanajuato","San Jose Iturbide","Total","Valor","78794"
"01_poblacion_gto.xls.33","11 Guanajuato","San Luis de la Paz","Total","Valor","121027"
"01_poblacion_gto.xls.34","11 Guanajuato","San Miguel de Allende","Total","Valor","171857"
"01_poblacion_gto.xls.35","11 Guanajuato","Santa Catarina *","Total","Valor","5261"
"01_poblacion_gto.xls.36","11 Guanajuato","Santa Cruz de Juventino Rosas","Total","Valor","83060"
"01_poblacion_gto.xls.37","11 Guanajuato","Santiago Maravatio","Total","Valor","6824"
"01_poblacion_gto.xls.38","11 Guanajuato","Silao de la Victoria","Total","Valor","189567"
"01_poblacion_gto.xls.39","11 Guanajuato","Tarandacuao","Total","Valor","12256"
"01_poblacion_gto.xls.40","11 Guanajuato","Tarimoro","Total","Valor","34263"
"01_poblacion_gto.xls.41","11 Guanajuato","Tierra Blanca","Total","Valor","18960"
"01_poblacion_gto.xls.42","11 Guanajuato","Uriangato","Total","Valor","62761"
"01_poblacion_gto.xls.43","11 Guanajuato","Valle de Santiago","Total","Valor","142672"
"01_poblacion_gto.xls.44","11 Guanajuato","Victoria","Total","Valor","20166"
"01_poblacion_gto.xls.45","11 Guanajuato","Villagran","Total","Valor","58830"
"01_poblacion_gto.xls.46","11 Guanajuato","Xichu","Total","Valor","11639"
"01_poblacion_gto.xls.47","11 Guanajuato","Yuriria","Total","Valor","69763"
"01_poblacion_hgo.xls.1","13 Hidalgo","Total","Total","Valor","2858359"
"01_poblacion_hgo.xls.2","13 Hidalgo","Acatlan","Total","Valor","21044"
"01_poblacion_hgo.xls.3","13 Hidalgo","Acaxochitlan","Total","Valor","43774"
"01_poblacion_hgo.xls.4","13 Hidalgo","Actopan","Total","Valor","56429"
"01_poblacion_hgo.xls.5","13 Hidalgo","Agua Blanca de Iturbide","Total","Valor","9116"
"01_poblacion_hgo.xls.6","13 Hidalgo","Ajacuba","Total","Valor","18320"
"01_poblacion_hgo.xls.7","13 Hidalgo","Alfajayucan","Total","Valor","20332"
"01_poblacion_hgo.xls.8","13 Hidalgo","Almoloya","Total","Valor","12410"
"01_poblacion_hgo.xls.9","13 Hidalgo","Apan","Total","Valor","44576"
"01_poblacion_hgo.xls.10","13 Hidalgo","Atitalaquia","Total","Valor","29683"
"01_poblacion_hgo.xls.11","13 Hidalgo","Atlapexco","Total","Valor","19902"
"01_poblacion_hgo.xls.12","13 Hidalgo","Atotonilco de Tula","Total","Valor","38564"
"01_poblacion_hgo.xls.13","13 Hidalgo","Atotonilco el Grande","Total","Valor","27433"
"01_poblacion_hgo.xls.14","13 Hidalgo","Calnali","Total","Valor","17163"
"01_poblacion_hgo.xls.15","13 Hidalgo","Cardonal","Total","Valor","18347"
"01_poblacion_hgo.xls.16","13 Hidalgo","Chapantongo","Total","Valor","13789"
"01_poblacion_hgo.xls.17","13 Hidalgo","Chapulhuacan","Total","Valor","23961"
"01_poblacion_hgo.xls.18","13 Hidalgo","Chilcuautla","Total","Valor","18169"
"01_poblacion_hgo.xls.19","13 Hidalgo","Cuautepec de Hinojosa","Total","Valor","58301"
"01_poblacion_hgo.xls.20","13 Hidalgo","El Arenal","Total","Valor","18807"
"01_poblacion_hgo.xls.21","13 Hidalgo","Eloxochitlan *","Total","Valor","2667"
"01_poblacion_hgo.xls.22","13 Hidalgo","Emiliano Zapata","Total","Valor","14825"
"01_poblacion_hgo.xls.23","13 Hidalgo","Epazoyucan","Total","Valor","14693"
"01_poblacion_hgo.xls.24","13 Hidalgo","Francisco I. Madero","Total","Valor","35872"
"01_poblacion_hgo.xls.25","13 Hidalgo","Huasca de Ocampo","Total","Valor","17728"
"01_poblacion_hgo.xls.26","13 Hidalgo","Huautla","Total","Valor","21244"
"01_poblacion_hgo.xls.27","13 Hidalgo","Huazalingo","Total","Valor","13986"
"01_poblacion_hgo.xls.28","13 Hidalgo","Huehuetla","Total","Valor","25989"
"01_poblacion_hgo.xls.29","13 Hidalgo","Huejutla de Reyes","Total","Valor","129919"
"01_poblacion_hgo.xls.30","13 Hidalgo","Huichapan","Total","Valor","45959"
"01_poblacion_hgo.xls.31","13 Hidalgo","Ixmiquilpan","Total","Valor","93502"
"01_poblacion_hgo.xls.32","13 Hidalgo","Jacala de Ledezma","Total","Valor","13399"
"01_poblacion_hgo.xls.33","13 Hidalgo","Jaltocan","Total","Valor","11818"
"01_poblacion_hgo.xls.34","13 Hidalgo","Juarez Hidalgo *","Total","Valor","3108"
"01_poblacion_hgo.xls.35","13 Hidalgo","La Mision","Total","Valor","10139"
"01_poblacion_hgo.xls.36","13 Hidalgo","Lolotla","Total","Valor","9461"
"01_poblacion_hgo.xls.37","13 Hidalgo","Metepec","Total","Valor","11801"
"01_poblacion_hgo.xls.38","13 Hidalgo","Metztitlan","Total","Valor","20111"
"01_poblacion_hgo.xls.39","13 Hidalgo","Mineral de la Reforma","Total","Valor","150176"
"01_poblacion_hgo.xls.40","13 Hidalgo","Mineral del Chico","Total","Valor","9028"
"01_poblacion_hgo.xls.41","13 Hidalgo","Mineral del Monte","Total","Valor","14640"
"01_poblacion_hgo.xls.42","13 Hidalgo","Mixquiahuala de Juarez","Total","Valor","46224"
"01_poblacion_hgo.xls.43","13 Hidalgo","Molango de Escamilla","Total","Valor","11587"
"01_poblacion_hgo.xls.44","13 Hidalgo","Nicolas Flores","Total","Valor","7031"
"01_poblacion_hgo.xls.45","13 Hidalgo","Nopala de Villagran","Total","Valor","16896"
"01_poblacion_hgo.xls.46","13 Hidalgo","Omitlan de Juarez","Total","Valor","9636"
"01_poblacion_hgo.xls.47","13 Hidalgo","Pachuca de Soto","Total","Valor","277375"
"01_poblacion_hgo.xls.48","13 Hidalgo","Pacula","Total","Valor","5139"
"01_poblacion_hgo.xls.49","13 Hidalgo","Pisaflores","Total","Valor","17379"
"01_poblacion_hgo.xls.50","13 Hidalgo","Progreso de Obregon","Total","Valor","23451"
"01_poblacion_hgo.xls.51","13 Hidalgo","San Agustin Metzquititlan","Total","Valor","9437"
"01_poblacion_hgo.xls.52","13 Hidalgo","San Agustin Tlaxiaca","Total","Valor","36079"
"01_poblacion_hgo.xls.53","13 Hidalgo","San Bartolo Tutotepec","Total","Valor","18986"
"01_poblacion_hgo.xls.54","13 Hidalgo","San Felipe Orizatlan","Total","Valor","38952"
"01_poblacion_hgo.xls.55","13 Hidalgo","San Salvador","Total","Valor","35547"
"01_poblacion_hgo.xls.56","13 Hidalgo","Santiago de Anaya","Total","Valor","17032"
"01_poblacion_hgo.xls.57","13 Hidalgo","Santiago Tulantepec de Lugo Guerrero","Total","Valor","37292"
"01_poblacion_hgo.xls.58","13 Hidalgo","Singuilucan","Total","Valor","16235"
"01_poblacion_hgo.xls.59","13 Hidalgo","Tasquillo","Total","Valor","16403"
"01_poblacion_hgo.xls.60","13 Hidalgo","Tecozautla","Total","Valor","37674"
"01_poblacion_hgo.xls.61","13 Hidalgo","Tenango de Doria","Total","Valor","18766"
"01_poblacion_hgo.xls.62","13 Hidalgo","Tepeapulco","Total","Valor","54373"
"01_poblacion_hgo.xls.63","13 Hidalgo","Tepehuacan de Guerrero","Total","Valor","30750"
"01_poblacion_hgo.xls.64","13 Hidalgo","Tepeji del Rio de Ocampo","Total","Valor","87442"
"01_poblacion_hgo.xls.65","13 Hidalgo","Tepetitlan","Total","Valor","10932"
"01_poblacion_hgo.xls.66","13 Hidalgo","Tetepango","Total","Valor","11624"
"01_poblacion_hgo.xls.67","13 Hidalgo","Tezontepec de Aldama","Total","Valor","53009"
"01_poblacion_hgo.xls.68","13 Hidalgo","Tianguistengo","Total","Valor","15122"
"01_poblacion_hgo.xls.69","13 Hidalgo","Tizayuca","Total","Valor","119442"
"01_poblacion_hgo.xls.70","13 Hidalgo","Tlahuelilpan","Total","Valor","19389"
"01_poblacion_hgo.xls.71","13 Hidalgo","Tlahuiltepa","Total","Valor","10376"
"01_poblacion_hgo.xls.72","13 Hidalgo","Tlanalapa","Total","Valor","10342"
"01_poblacion_hgo.xls.73","13 Hidalgo","Tlanchinol","Total","Valor","39772"
"01_poblacion_hgo.xls.74","13 Hidalgo","Tlaxcoapan","Total","Valor","28490"
"01_poblacion_hgo.xls.75","13 Hidalgo","Tolcayuca","Total","Valor","16733"
"01_poblacion_hgo.xls.76","13 Hidalgo","Tula de Allende","Total","Valor","109093"
"01_poblacion_hgo.xls.77","13 Hidalgo","Tulancingo de Bravo","Total","Valor","161069"
"01_poblacion_hgo.xls.78","13 Hidalgo","Villa de Tezontepec","Total","Valor","12413"
"01_poblacion_hgo.xls.79","13 Hidalgo","Xochiatipan *","Total","Valor","19752"
"01_poblacion_hgo.xls.80","13 Hidalgo","Xochicoatlan","Total","Valor","7706"
"01_poblacion_hgo.xls.81","13 Hidalgo","Yahualica","Total","Valor","24173"
"01_poblacion_hgo.xls.82","13 Hidalgo","Zacualtipan de Angeles","Total","Valor","34720"
"01_poblacion_hgo.xls.83","13 Hidalgo","Zapotlan de Juarez","Total","Valor","18748"
"01_poblacion_hgo.xls.84","13 Hidalgo","Zempoala","Total","Valor","45382"
"01_poblacion_hgo.xls.85","13 Hidalgo","Zimapan","Total","Valor","40201"
"01_poblacion_jal.xls.1","14 Jalisco","Total","Total","Valor","7844830"
"01_poblacion_jal.xls.2","14 Jalisco","Acatic","Total","Valor","21530"
"01_poblacion_jal.xls.3","14 Jalisco","Acatlan de Juarez","Total","Valor","22261"
"01_poblacion_jal.xls.4","14 Jalisco","Ahualulco de Mercado","Total","Valor","23362"
"01_poblacion_jal.xls.5","14 Jalisco","Amacueca","Total","Valor","5385"
"01_poblacion_jal.xls.6","14 Jalisco","Amatitan","Total","Valor","15344"
"01_poblacion_jal.xls.7","14 Jalisco","Ameca","Total","Valor","60951"
"01_poblacion_jal.xls.8","14 Jalisco","Arandas","Total","Valor","77116"
"01_poblacion_jal.xls.9","14 Jalisco","Atemajac de Brizuela","Total","Valor","6717"
"01_poblacion_jal.xls.10","14 Jalisco","Atengo","Total","Valor","5475"
"01_poblacion_jal.xls.11","14 Jalisco","Atenguillo *","Total","Valor","3899"
"01_poblacion_jal.xls.12","14 Jalisco","Atotonilco el Alto","Total","Valor","60480"
"01_poblacion_jal.xls.13","14 Jalisco","Atoyac","Total","Valor","8264"
"01_poblacion_jal.xls.14","14 Jalisco","Autlan de Navarro","Total","Valor","60572"
"01_poblacion_jal.xls.15","14 Jalisco","Ayotlan","Total","Valor","37963"
